ssn,orgno,resourceid
17893349340,313404757,testressurs-tilgangspakke-org-avfall-behandle-gjenvinne-1
09816698747,314240065,testressurs-tilgangspakke-org-infrastruktur-1
05081345106,616784048,testressurs-tilgangspakke-org-ulykke-1
07876697410,314254856,testressurs-tilgangspakke-org-helsetjenester-1
13846497786,314244311,testressurs-tilgangspakke-org-fornoyelser-1
27122929073,625084172,testressurs-tilgangspakke-org-politi-og-domstol-1
16061553987,726098298,testressurs-tilgangspakke-org-godkjenning-av-personell-1
05917695549,311793489,testressurs-tilgangspakke-org-verft-og-andre-transportmidler-1
16927699803,214257572,testressurs-tilgangspakke-org-reparasjon-og-installasjon-av-maskiner-og-utstyr-1
09869797828,314284690,testressurs-tilgangspakke-org-skattegrunnlag-1
01824797087,313521478,testressurs-tilgangspakke-org-patent-varemerke-design-1
12907998965,314241746,testressurs-tilgangspakke-org-trafikant-1
19032926056,624532236,testressurs-tilgangspakke-org-aksjer-og-eierforhold-1
17051330307,701671880,testressurs-tilgangspakke-org-merverdiavgift-1
10877193964,310872792,testressurs-tilgangspakke-org-skatt-naering-1
01061321566,624569989,testressurs-tilgangspakke-org-pensjon-1
26929298135,310193291,testressurs-tilgangspakke-org-skoleleder-1
30896397911,314274784,testressurs-tilgangspakke-org-skattegrunnlag-1
05917397920,312706148,testressurs-tilgangspakke-org-elektronisk-kommunikasjon-1
13815099049,310724556,testressurs-tilgangspakke-org-reindrift-1
13887498568,210925252,testressurs-tilgangspakke-org-revisjon-1
02080820677,700893103,testressurs-tilgangspakke-org-merverdiavgift-1
08845899909,314243021,testressurs-tilgangspakke-org-finansiering-og-forsikring-1
30061003149,624787544,testressurs-tilgangspakke-org-permisjon-1
10061449901,624787544,testressurs-tilgangspakke-org-permisjon-1
30061003149,624787544,testressurs-tilgangspakke-org-lonn-personopplysninger-saerlig-kategori-1
10061449901,624787544,testressurs-tilgangspakke-org-lonn-personopplysninger-saerlig-kategori-1
17051579712,613530487,testressurs-tilgangspakke-org-trafikant-1
08896599349,314269594,testressurs-tilgangspakke-org-reparasjon-og-installasjon-av-maskiner-og-utstyr-1
30878798402,314240545,testressurs-tilgangspakke-org-sosiale-omsorgstjenester-uten-botilbud-og-flyktningemottak-1
16837997120,313189937,testressurs-tilgangspakke-org-plansak-1
16837997120,313189937,testressurs-tilgangspakke-org-posttjenester-1
21877399939,213724002,testressurs-tilgangspakke-org-kommuneoverlege-1
21925998254,213724002,testressurs-tilgangspakke-org-kommuneoverlege-1
05041553210,624545087,testressurs-tilgangspakke-org-oppforing-bygg-anlegg-1
09102914403,624532945,testressurs-tilgangspakke-org-statsforvalter-skole-og-opplearing-1
18828997994,314283910,testressurs-tilgangspakke-org-miljorydding-miljorensing-og-lignende-1
18828997994,314283910,testressurs-tilgangspakke-org-tilskudd-stotte-erstatning-1
08828298861,314183673,testressurs-tilgangspakke-org-teknisk-samhandling-skatt-1
31837496570,314253361,testressurs-tilgangspakke-org-fiske-1
26904899347,312994887,testressurs-tilgangspakke-org-utvinning-raaolje-naturgass-kull-1
10121251049,210310932,testressurs-tilgangspakke-org-oljeraffinering-kjemisk-farmasoytisk-industri-1
05091347611,701509528,testressurs-tilgangspakke-org-sosiale-omsorgstjenester-uten-botilbud-og-flyktningemottak-1
10070872280,624609816,testressurs-tilgangspakke-org-elektrisitet-produsere-overfore-distrubere-1
23091660342,620711241,testressurs-tilgangspakke-org-attester-1
05927298440,314317947,testressurs-tilgangspakke-org-metallvarer-elektrisk-utstyr-og-maskiner-1
25897898309,314240456,testressurs-tilgangspakke-org-mobler-og-annen-industri-1
28081313670,624749960,testressurs-tilgangspakke-org-fornoyelser-1
15818399216,314256042,testressurs-tilgangspakke-org-statsforvalter-skole-og-opplearing-1
15818399216,314256042,testressurs-tilgangspakke-org-tilskudd-stotte-erstatning-1
22916699577,312514516,testressurs-tilgangspakke-org-helsetjenester-1
04886396738,314241789,testressurs-tilgangspakke-org-trykkerier-reproduksjon-opptak-1
15857098592,314244133,testressurs-tilgangspakke-org-statsforvalter-skole-og-opplearing-1
07866597329,314258096,testressurs-tilgangspakke-org-mine-sider-kommune-1
06031662883,730083556,testressurs-tilgangspakke-org-kreditt-og-oppgjoer-1
29070656319,730083556,testressurs-tilgangspakke-org-kreditt-og-oppgjoer-1
24070756516,730083556,testressurs-tilgangspakke-org-kreditt-og-oppgjoer-1
02081617093,730083556,testressurs-tilgangspakke-org-kreditt-og-oppgjoer-1
29884797738,314253434,testressurs-tilgangspakke-org-miljorydding-rensing-1
29884797738,314253434,testressurs-tilgangspakke-org-dokumentbasert-tilsyn-1
17854396870,312172445,testressurs-tilgangspakke-org-miljorydding-miljorensing-og-lignende-1
03827199973,313304604,testressurs-tilgangspakke-org-overnatting-1
01905999369,314246721,testressurs-tilgangspakke-org-offentlige-anskaffelser-1
25926399279,314246721,testressurs-tilgangspakke-org-offentlige-anskaffelser-1
06916196197,314283899,testressurs-tilgangspakke-org-bergverk-1
06916196197,314283899,testressurs-tilgangspakke-org-annen-tjenesteyting-1
16071312848,624565703,testressurs-tilgangspakke-org-avfall-behandle-gjenvinne-1
03897398728,314254732,testressurs-tilgangspakke-org-kjop-og-salg-eiendom-1
21914599994,312255693,testressurs-tilgangspakke-org-tinglysing-eiendom-1
06916195999,313284395,testressurs-tilgangspakke-org-kreditt-og-oppgjoer-1
18091268740,701468767,testressurs-tilgangspakke-org-akvakultur-1
25021777342,611605269,testressurs-tilgangspakke-org-krav-og-utlegg-1
09856399971,314244281,testressurs-tilgangspakke-org-elektrisitet-produsere-overfore-distrubere-1
10927298789,314244281,testressurs-tilgangspakke-org-elektrisitet-produsere-overfore-distrubere-1
19893349157,314162862,testressurs-tilgangspakke-org-vann-kilde-rense-distrubere-1
29906999402,314162862,testressurs-tilgangspakke-org-vann-kilde-rense-distrubere-1
15819998709,314279646,testressurs-tilgangspakke-org-samle-behandle-avlopsvann-1
04060737342,624545907,testressurs-tilgangspakke-org-statsforvalter-barnehage-1
15081006471,624545907,testressurs-tilgangspakke-org-statsforvalter-barnehage-1
26876299118,313521478,testressurs-tilgangspakke-org-politi-og-domstol-1
01916497977,313521478,testressurs-tilgangspakke-org-politi-og-domstol-1
26876299118,313521478,testressurs-tilgangspakke-org-forskning-1
01916497977,313521478,testressurs-tilgangspakke-org-forskning-1
10858098535,310212113,testressurs-tilgangspakke-org-tekstiler-klaer-laervarer-1
16070602052,725979363,testressurs-tilgangspakke-org-statsforvalter-skole-og-opplearing-1
16070602052,725979363,testressurs-tilgangspakke-org-trykkerier-reproduksjon-opptak-1
05875499655,310936197,testressurs-tilgangspakke-org-statsforvalter-skole-og-opplearing-1
06877799199,314247647,testressurs-tilgangspakke-org-skoleleder-1
10032752069,608150390,testressurs-tilgangspakke-org-kreditt-og-oppgjoer-1
10070872280,625224470,testressurs-tilgangspakke-org-dokumentbasert-tilsyn-1
12834898215,314260147,testressurs-tilgangspakke-org-elektronisk-kommunikasjon-1
15814799368,314241371,testressurs-tilgangspakke-org-a-ordning-1
03844098307,314256905,testressurs-tilgangspakke-org-vann-kilde-rense-distrubere-1
08898297250,310193291,testressurs-tilgangspakke-org-elektrisitet-produsere-overfore-distrubere-1
15122851300,726281106,testressurs-tilgangspakke-org-helsetjenester-personopplysninger-saerlig-kategori-1
27061415926,726281106,testressurs-tilgangspakke-org-helsetjenester-personopplysninger-saerlig-kategori-1
13896298911,314247396,testressurs-tilgangspakke-org-lufttransport-1
24916699898,314258290,testressurs-tilgangspakke-org-kreditt-og-oppgjoer-1
13011114002,608269886,testressurs-tilgangspakke-org-sykefravaer-personopplysninger-saerlig-kategori-1
13011114002,608269886,testressurs-tilgangspakke-org-elektronisk-kommunikasjon-1
04011753243,624565703,testressurs-tilgangspakke-org-damp-varmtvann-1
04011753243,624565703,testressurs-tilgangspakke-org-reparasjon-og-installasjon-av-maskiner-og-utstyr-1
01916498094,314242025,testressurs-tilgangspakke-org-sfo-leder-1
06897298986,313534154,testressurs-tilgangspakke-org-barnevern-1
13836796521,314253930,testressurs-tilgangspakke-org-post-til-virksomheten-med-taushetsbelagt-innhold-1
20100276276,702077060,testressurs-tilgangspakke-org-forskning-1
04924699103,314250540,testressurs-tilgangspakke-org-jernbanetransport-1
08909599270,312517531,testressurs-tilgangspakke-org-posttjenester-1
04897797432,311091735,testressurs-tilgangspakke-org-sykefravaer-1
08837295948,311091735,testressurs-tilgangspakke-org-sykefravaer-1
15887298332,314242327,testressurs-tilgangspakke-org-tinglysing-eiendom-1
19875397993,310283207,testressurs-tilgangspakke-org-pensjon-1
05816698377,314251938,testressurs-tilgangspakke-org-skogbruk-1
11090170181,625277558,testressurs-tilgangspakke-org-teknisk-samhandling-skatt-1
25878599430,314243862,testressurs-tilgangspakke-org-samle-behandle-avlopsvann-1
01858798872,314243862,testressurs-tilgangspakke-org-samle-behandle-avlopsvann-1
17836299035,314243862,testressurs-tilgangspakke-org-samle-behandle-avlopsvann-1
22916699577,313399567,testressurs-tilgangspakke-org-transport-i-ror-1
12856499667,314260961,testressurs-tilgangspakke-org-varehandel-1
21917095105,310531847,testressurs-tilgangspakke-org-transport-i-ror-1
13857099812,214245132,testressurs-tilgangspakke-org-generelle-helfotjenester-1
03826397976,314240421,testressurs-tilgangspakke-org-a-ordning-1
24846299846,314252756,testressurs-tilgangspakke-org-skogbruk-1
18011374510,622844532,testressurs-tilgangspakke-org-skoleleder-1
11020719836,625244722,testressurs-tilgangspakke-org-overnatting-1
14090930428,624579305,testressurs-tilgangspakke-org-ordinaer-post-til-virksomheten-1
31907297724,313131777,testressurs-tilgangspakke-org-godkjenning-av-personell-1
31907297724,313131777,testressurs-tilgangspakke-org-hoyere-utdanning-og-hoyere-yrkesfaglig-utdanning-1
18826895310,310713228,testressurs-tilgangspakke-org-ansettelsesforhold-1
14856397441,310713228,testressurs-tilgangspakke-org-ansettelsesforhold-1
03856197319,310192465,testressurs-tilgangspakke-org-eiendomsmegler-1
30918499594,314281047,testressurs-tilgangspakke-org-revisorattesterer-1
06834899327,314281047,testressurs-tilgangspakke-org-revisorattesterer-1
12886297503,314242009,testressurs-tilgangspakke-org-kjoretoy-1
05856298959,314242009,testressurs-tilgangspakke-org-kjoretoy-1
11847198305,314245601,testressurs-tilgangspakke-org-overnatting-1
20011244751,701298837,testressurs-tilgangspakke-org-vann-kilde-rense-distrubere-1
25122950347,620383287,testressurs-tilgangspakke-org-politikk-1
18062989897,624662512,testressurs-tilgangspakke-org-helsetjenester-personopplysninger-saerlig-kategori-1
26876299118,312777347,testressurs-tilgangspakke-org-politi-og-domstol-1
01916497977,312777347,testressurs-tilgangspakke-org-politi-og-domstol-1
23889499389,314247353,testressurs-tilgangspakke-org-reindrift-1
16012128103,625681022,testressurs-tilgangspakke-org-jakt-og-viltstell-1
20040878980,609282231,testressurs-tilgangspakke-org-attester-1
13836997357,213536702,testressurs-tilgangspakke-org-permisjon-1
13081693921,625555353,testressurs-tilgangspakke-org-bergverk-1
19092038001,625555353,testressurs-tilgangspakke-org-bergverk-1
12855497547,314255801,testressurs-tilgangspakke-org-post-til-virksomheten-med-taushetsbelagt-innhold-1
02866196748,313381242,testressurs-tilgangspakke-org-skattegrunnlag-1
05905698135,313381242,testressurs-tilgangspakke-org-skattegrunnlag-1
16817597762,314240081,testressurs-tilgangspakke-org-skatt-naering-1
09906299191,314257634,testressurs-tilgangspakke-org-utvinning-raaolje-naturgass-kull-1
26865498348,314251369,testressurs-tilgangspakke-org-generelle-helfotjenester-1
14072792107,610602479,testressurs-tilgangspakke-org-sport-og-fritid-1
20023055431,610602479,testressurs-tilgangspakke-org-sport-og-fritid-1
23071364240,610602479,testressurs-tilgangspakke-org-sport-og-fritid-1
15121132114,610602479,testressurs-tilgangspakke-org-sport-og-fritid-1
16838697953,314243625,testressurs-tilgangspakke-org-krav-og-utlegg-1
22010369200,624570839,testressurs-tilgangspakke-org-fiske-1
05914698520,310943800,testressurs-tilgangspakke-org-vann-kilde-rense-distrubere-1
08835696759,313194485,testressurs-tilgangspakke-org-jakt-og-viltstell-1
06875898955,314257782,testressurs-tilgangspakke-org-sykefravaer-personopplysninger-saerlig-kategori-1
06875898955,314257782,testressurs-tilgangspakke-org-fiske-1
27858498371,314240286,testressurs-tilgangspakke-org-merverdiavgift-1
03865596722,314257006,testressurs-tilgangspakke-org-statsforvalter-barnehage-1
05857298472,314250230,testressurs-tilgangspakke-org-elektrisitet-produsere-overfore-distrubere-1
13878697582,212435562,testressurs-tilgangspakke-org-barnehageleder-1
28856697764,312393344,testressurs-tilgangspakke-org-lonn-1
02877899759,314246675,testressurs-tilgangspakke-org-sfo-leder-1
05876096139,313816605,testressurs-tilgangspakke-org-yrkesskade-1
06101519390,632996055,testressurs-tilgangspakke-org-lotteri-og-spill-1
13836498318,314257936,testressurs-tilgangspakke-org-gummi-plast-og-ikkemetallholdige-mineralprodukter-1
13896399807,314251512,testressurs-tilgangspakke-org-pensjon-1
04869099312,214254212,testressurs-tilgangspakke-org-elektrisitet-produsere-overfore-distrubere-1
18011374510,601508273,testressurs-tilgangspakke-org-patent-varemerke-design-1
20091792355,625349249,testressurs-tilgangspakke-org-sykefravaer-personopplysninger-saerlig-kategori-1
09837897146,314252101,testressurs-tilgangspakke-org-servering-1
09837897146,314252101,testressurs-tilgangspakke-org-krav-og-utlegg-1
12845697750,312924331,testressurs-tilgangspakke-org-veitransport-1
07817195908,314261100,testressurs-tilgangspakke-org-dyrehold-1
01906798138,314249151,testressurs-tilgangspakke-org-hoyere-utdanning-og-hoyere-yrkesfaglig-utdanning-1
09907099773,310390739,testressurs-tilgangspakke-org-familievern-1
14061733168,612782660,testressurs-tilgangspakke-org-reindrift-1
08111034746,701173953,testressurs-tilgangspakke-org-a-ordning-1
30060303769,624749960,testressurs-tilgangspakke-org-ppt-leder-1
12857896945,314183754,testressurs-tilgangspakke-org-samle-behandle-avlopsvann-1
19896994002,312810182,testressurs-tilgangspakke-org-miljorydding-rensing-1
27906597964,314269381,testressurs-tilgangspakke-org-samle-behandle-avlopsvann-1
21917095105,310597414,testressurs-tilgangspakke-org-barnehagemyndighet-1
21917095105,310597414,testressurs-tilgangspakke-org-utvinning-raaolje-naturgass-kull-1
15071211328,624519620,testressurs-tilgangspakke-org-motta-nabo-og-planvarsel-1
05927799067,310357421,testressurs-tilgangspakke-org-miljorydding-miljorensing-og-lignende-1
16072825466,624652215,testressurs-tilgangspakke-org-vann-kilde-rense-distrubere-1
08879599696,314253426,testressurs-tilgangspakke-org-posttjenester-1
18915497620,314253426,testressurs-tilgangspakke-org-posttjenester-1
27896399905,314242009,testressurs-tilgangspakke-org-kjop-og-salg-eiendom-1
29917595788,313054179,testressurs-tilgangspakke-org-verft-og-andre-transportmidler-1
08827999653,314250273,testressurs-tilgangspakke-org-jordbruk-1
27867698537,310638048,testressurs-tilgangspakke-org-permisjon-1
06877697914,310638048,testressurs-tilgangspakke-org-permisjon-1
06868797035,314240685,testressurs-tilgangspakke-org-posttjenester-1
02110950503,702302064,testressurs-tilgangspakke-org-revisorattesterer-1
12897497806,314257227,testressurs-tilgangspakke-org-renovasjon-1
11868397723,313575012,testressurs-tilgangspakke-org-mobler-og-annen-industri-1
01875097705,314257960,testressurs-tilgangspakke-org-sport-og-fritid-1
02899596504,312247186,testressurs-tilgangspakke-org-sykefravaer-personopplysninger-saerlig-kategori-1
09856696615,314245148,testressurs-tilgangspakke-org-opplaeringskontorleder-1
10908397873,214251752,testressurs-tilgangspakke-org-sjofart-1
06122774692,624577965,testressurs-tilgangspakke-org-reindrift-1
27906299831,314255933,testressurs-tilgangspakke-org-akvakultur-1
04825496780,313587932,testressurs-tilgangspakke-org-sykefravaer-1
16120371405,620377449,testressurs-tilgangspakke-org-aksjer-og-eierforhold-1
16120371405,620377449,testressurs-tilgangspakke-org-ansettelsesforhold-1
20826597438,314241606,testressurs-tilgangspakke-org-samle-behandle-avlopsvann-1
07121448755,702361214,testressurs-tilgangspakke-org-merverdiavgift-1
14867499068,214250802,testressurs-tilgangspakke-org-lotteri-og-spill-1
05917397920,314244338,testressurs-tilgangspakke-org-avfall-behandle-gjenvinne-1
05917397920,314244338,testressurs-tilgangspakke-org-godkjenning-av-personell-1
07836099618,314255410,testressurs-tilgangspakke-org-overnatting-1
14827198766,311002813,testressurs-tilgangspakke-org-utvinning-raaolje-naturgass-kull-1
17043025759,500000414,testressurs-tilgangspakke-org-oppforing-bygg-anlegg-1
18839397816,314257421,testressurs-tilgangspakke-org-skattegrunnlag-1
09826198238,214243342,testressurs-tilgangspakke-org-miljorydding-miljorensing-og-lignende-1
03827199973,313077527,testressurs-tilgangspakke-org-lonn-1
25918598645,314244311,testressurs-tilgangspakke-org-jakt-og-viltstell-1
25918598645,314244311,testressurs-tilgangspakke-org-sikkerhet-og-internkontroll-1
11919297486,314252411,testressurs-tilgangspakke-org-mva-kompensasjon-revisorattesterer-1
30070273191,608193669,testressurs-tilgangspakke-org-sikkerhet-og-internkontroll-1
11878398779,314259343,testressurs-tilgangspakke-org-barnehageleder-1
10111520653,701361814,testressurs-tilgangspakke-org-verft-og-andre-transportmidler-1
13052918221,624634942,testressurs-tilgangspakke-org-lotteri-og-spill-1
03855998989,314243536,testressurs-tilgangspakke-org-sikkerhet-og-internkontroll-1
06816597410,313900193,testressurs-tilgangspakke-org-tilskudd-stotte-erstatning-1
23906899043,313578585,testressurs-tilgangspakke-org-sykefravaer-personopplysninger-saerlig-kategori-1
26070313099,624538234,testressurs-tilgangspakke-org-barnevern-1
08928999972,314257626,testressurs-tilgangspakke-org-eiendomsmegler-1
20858898634,311736388,testressurs-tilgangspakke-org-statsforvalter-skole-og-opplearing-1
28030954604,625242762,testressurs-tilgangspakke-org-lagring-og-andre-tjenester-tilknyttet-transport-1
07020130487,701882121,testressurs-tilgangspakke-org-sikkerhet-og-internkontroll-1
20816698171,313194485,testressurs-tilgangspakke-org-folkeregister-1
15040060860,610817181,testressurs-tilgangspakke-org-skattegrunnlag-1
11866697134,314260511,testressurs-tilgangspakke-org-statsforvalter-skole-og-opplearing-1
04866695755,214251442,testressurs-tilgangspakke-org-plansak-1
03846598862,314253388,testressurs-tilgangspakke-org-akvakultur-1
08110360585,701789709,testressurs-tilgangspakke-org-revisjon-1
16838697953,314249410,testressurs-tilgangspakke-org-toll-1
18816899504,313655318,testressurs-tilgangspakke-org-yrkesskade-1
24071013096,621452045,testressurs-tilgangspakke-org-renovasjon-1
25878597853,310279897,testressurs-tilgangspakke-org-tinglysing-eiendom-1
14927096944,311040049,testressurs-tilgangspakke-org-offentlige-anskaffelser-1
12825499901,311040049,testressurs-tilgangspakke-org-offentlige-anskaffelser-1
10916694712,314269128,testressurs-tilgangspakke-org-statsforvalter-skole-og-opplearing-1
15120215490,701809971,testressurs-tilgangspakke-org-sykefravaer-personopplysninger-saerlig-kategori-1
06815499482,314252411,testressurs-tilgangspakke-org-kjoretoy-1
11090170181,624570286,testressurs-tilgangspakke-org-pensjon-1
22816096980,314242009,testressurs-tilgangspakke-org-samle-behandle-avlopsvann-1
12926095992,312703580,testressurs-tilgangspakke-org-jakt-og-viltstell-1
13817597240,312409933,testressurs-tilgangspakke-org-fornoyelser-1
22886697205,314255275,testressurs-tilgangspakke-org-lufttransport-1
26060581311,725979363,testressurs-tilgangspakke-org-forskning-1
01885298601,314244613,testressurs-tilgangspakke-org-opplaeringskontorleder-1
01052878167,625512727,testressurs-tilgangspakke-org-mine-sider-kommune-1
01052878167,625512727,testressurs-tilgangspakke-org-naeringsmidler-drikkevarer-og-tobakk-1
13907497016,212988502,testressurs-tilgangspakke-org-forskning-1
01924897984,312517531,testressurs-tilgangspakke-org-vann-kilde-rense-distrubere-1
14072792107,619353528,testressurs-tilgangspakke-org-teknisk-samhandling-skatt-1
20023055431,619353528,testressurs-tilgangspakke-org-teknisk-samhandling-skatt-1
23071364240,619353528,testressurs-tilgangspakke-org-teknisk-samhandling-skatt-1
15121132114,619353528,testressurs-tilgangspakke-org-teknisk-samhandling-skatt-1
14072792107,619353528,testressurs-tilgangspakke-org-politi-og-domstol-1
20023055431,619353528,testressurs-tilgangspakke-org-politi-og-domstol-1
23071364240,619353528,testressurs-tilgangspakke-org-politi-og-domstol-1
15121132114,619353528,testressurs-tilgangspakke-org-politi-og-domstol-1
25856498770,312205106,testressurs-tilgangspakke-org-plansak-1
11877195742,314260902,testressurs-tilgangspakke-org-vann-kilde-rense-distrubere-1
09867996939,314244664,testressurs-tilgangspakke-org-skattegrunnlag-1
12866999994,314111478,testressurs-tilgangspakke-org-permisjon-1
23885997783,212779342,testressurs-tilgangspakke-org-infrastruktur-1
28906899533,313054993,testressurs-tilgangspakke-org-helsetjenester-personopplysninger-saerlig-kategori-1
28906899533,313054993,testressurs-tilgangspakke-org-elektrisitet-produsere-overfore-distrubere-1
17907098559,314251504,testressurs-tilgangspakke-org-jernbanetransport-1
05885196979,312405156,testressurs-tilgangspakke-org-generelle-helfotjenester-1
17071073270,701634462,testressurs-tilgangspakke-org-motorvognavgift-1
03906598689,313940128,testressurs-tilgangspakke-org-sykefravaer-personopplysninger-saerlig-kategori-1
03070241349,625264197,testressurs-tilgangspakke-org-starte-drive-endre-avvikle-virksomhet-1
03070241349,625264197,testressurs-tilgangspakke-org-tilskudd-stotte-erstatning-1
12847898451,314244567,testressurs-tilgangspakke-org-skoleeier-1
12847898451,314244567,testressurs-tilgangspakke-org-sykefravaer-1
14927096944,310188883,testressurs-tilgangspakke-org-skogbruk-1
12825499901,310188883,testressurs-tilgangspakke-org-skogbruk-1
16834998959,314254759,testressurs-tilgangspakke-org-akvakultur-1
15040060860,622937395,testressurs-tilgangspakke-org-opplaeringskontorleder-1
10916199371,314282493,testressurs-tilgangspakke-org-generelle-helfotjenester-1
12041136756,624543270,testressurs-tilgangspakke-org-damp-varmtvann-1
24071424320,701013786,testressurs-tilgangspakke-org-attester-1
22816096980,314239660,testressurs-tilgangspakke-org-plansak-1
01827199652,311056042,testressurs-tilgangspakke-org-skoleleder-1
11857398337,214243342,testressurs-tilgangspakke-org-helsetjenester-1
11857398337,214243342,testressurs-tilgangspakke-org-biblioteker-museer-arkiver-og-annen-kultur-1
11857398337,214243342,testressurs-tilgangspakke-org-dyrehold-1
17893349340,312674823,testressurs-tilgangspakke-org-miljorydding-miljorensing-og-lignende-1
05849899076,314253361,testressurs-tilgangspakke-org-godkjenning-av-personell-1
21050829356,623110249,testressurs-tilgangspakke-org-finansiering-og-forsikring-1
10908299782,314281373,testressurs-tilgangspakke-org-starte-drive-endre-avvikle-virksomhet-1
19835396706,313852105,testressurs-tilgangspakke-org-ordinaer-post-til-virksomheten-1
12856298750,314249321,testressurs-tilgangspakke-org-metaller-og-mineraler-1
13120725127,730082908,testressurs-tilgangspakke-org-gummi-plast-og-ikkemetallholdige-mineralprodukter-1
31857195461,313628027,testressurs-tilgangspakke-org-revisorattesterer-1
11888999991,314255259,testressurs-tilgangspakke-org-ulykke-1
12101636486,622824493,testressurs-tilgangspakke-org-overnatting-1
18817698030,314260422,testressurs-tilgangspakke-org-kjop-og-salg-eiendom-1
01905999369,314247744,testressurs-tilgangspakke-org-sykefravaer-personopplysninger-saerlig-kategori-1
25926399279,314247744,testressurs-tilgangspakke-org-sykefravaer-personopplysninger-saerlig-kategori-1
30851996709,314241266,testressurs-tilgangspakke-org-avfall-behandle-gjenvinne-1
10110363600,700647706,testressurs-tilgangspakke-org-transport-i-ror-1
31837797074,310762466,testressurs-tilgangspakke-org-statsforvalter-barnehage-1
16847999717,214258552,testressurs-tilgangspakke-org-helfo-saerlig-kategori-1
08917499536,313458253,testressurs-tilgangspakke-org-gummi-plast-og-ikkemetallholdige-mineralprodukter-1
09100929144,625219922,testressurs-tilgangspakke-org-fornoyelser-1
07060347268,609814764,testressurs-tilgangspakke-org-lonn-1
02926199873,314257626,testressurs-tilgangspakke-org-sykefravaer-personopplysninger-saerlig-kategori-1
02926199873,314257626,testressurs-tilgangspakke-org-kunst-og-underholdning-1
03855197048,314243447,testressurs-tilgangspakke-org-lotteri-og-spill-1
19915599500,314242262,testressurs-tilgangspakke-org-jakt-og-viltstell-1
10071573392,701178955,testressurs-tilgangspakke-org-barnevern-1
20858898634,310762466,testressurs-tilgangspakke-org-motorvognavgift-1
20858898634,310762466,testressurs-tilgangspakke-org-offentlige-anskaffelser-1
04855395350,313661903,testressurs-tilgangspakke-org-informasjon-og-kommunikasjon-1
07875898560,314254066,testressurs-tilgangspakke-org-metallvarer-elektrisk-utstyr-og-maskiner-1
18100728784,610817181,testressurs-tilgangspakke-org-mine-sider-kommune-1
12926096352,314280121,testressurs-tilgangspakke-org-kommuneoverlege-1
03817299732,314244591,testressurs-tilgangspakke-org-revisorattesterer-1
06865896792,312205106,testressurs-tilgangspakke-org-oljeraffinering-kjemisk-farmasoytisk-industri-1
20011244751,701730917,testressurs-tilgangspakke-org-post-til-virksomheten-med-taushetsbelagt-innhold-1
14917596515,214241242,testressurs-tilgangspakke-org-renovasjon-1
08917299766,313514803,testressurs-tilgangspakke-org-saeravgifter-1
27070600051,625036941,testressurs-tilgangspakke-org-samle-behandle-avlopsvann-1
16817597762,314239563,testressurs-tilgangspakke-org-opplaeringskontorleder-1
08824896500,314260198,testressurs-tilgangspakke-org-barnevern-1
10906697950,314249585,testressurs-tilgangspakke-org-skoleleder-1
02915398327,310026913,testressurs-tilgangspakke-org-dyrehold-1
22926197995,311001523,testressurs-tilgangspakke-org-verft-og-andre-transportmidler-1
03030647466,701815165,testressurs-tilgangspakke-org-familievern-1
14817798943,314252683,testressurs-tilgangspakke-org-metallvarer-elektrisk-utstyr-og-maskiner-1
19916198852,314247329,testressurs-tilgangspakke-org-dyrehold-1
14857498365,314257820,testressurs-tilgangspakke-org-ppt-leder-1
06926798799,314239393,testressurs-tilgangspakke-org-utleie-eiendom-1
16854795779,313436594,testressurs-tilgangspakke-org-transport-i-ror-1
28835999558,314256395,testressurs-tilgangspakke-org-gummi-plast-og-ikkemetallholdige-mineralprodukter-1
20875897765,213456962,testressurs-tilgangspakke-org-regnskap-okonomi-rapport-1
10121228381,701144422,testressurs-tilgangspakke-org-generelle-helfotjenester-1
24919298177,314246675,testressurs-tilgangspakke-org-miljorydding-miljorensing-og-lignende-1
04011753243,625412609,testressurs-tilgangspakke-org-tekstiler-klaer-laervarer-1
25030141620,616590340,testressurs-tilgangspakke-org-regnskap-okonomi-rapport-1
14112773054,616590340,testressurs-tilgangspakke-org-regnskap-okonomi-rapport-1
19876299820,311026895,testressurs-tilgangspakke-org-kjop-og-salg-eiendom-1
15819998709,314257979,testressurs-tilgangspakke-org-overnatting-1
21855596706,314241517,testressurs-tilgangspakke-org-tekstiler-klaer-laervarer-1
02876196142,214256762,testressurs-tilgangspakke-org-lonn-personopplysninger-saerlig-kategori-1
28062850193,702411599,testressurs-tilgangspakke-org-folkeregister-1
11868397723,312755351,testressurs-tilgangspakke-org-ppt-leder-1
14847097699,314242955,testressurs-tilgangspakke-org-helsetjenester-1
19865395135,314255585,testressurs-tilgangspakke-org-utleie-eiendom-1
01826098062,314255585,testressurs-tilgangspakke-org-utleie-eiendom-1
15060973161,621452045,testressurs-tilgangspakke-org-metallvarer-elektrisk-utstyr-og-maskiner-1
15060973161,621452045,testressurs-tilgangspakke-org-verft-og-andre-transportmidler-1
20917894834,210408932,testressurs-tilgangspakke-org-motorvognavgift-1
31859099176,310581410,testressurs-tilgangspakke-org-starte-drive-endre-avvikle-virksomhet-1
06817099465,314241711,testressurs-tilgangspakke-org-sfo-leder-1
08826898810,314243021,testressurs-tilgangspakke-org-metallvarer-elektrisk-utstyr-og-maskiner-1
15121258517,702411599,testressurs-tilgangspakke-org-motta-nabo-og-planvarsel-1
